file_version=91;template_version=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mux Usage,Port,Used?,ID,,Used Port List,LVDS Pair Port,SIUL MSCR#,MSCR SSS,Function,Module,Description,Direction,Type,LP,SCP,Max Signal Frequency [MHz],BGA516,Pad Internal Supply Rail,Pad Reset State,Reserved pins,Application,Block Status,Default,OERC,ODC,SMC,APC,ILS,IBE,HYS,WPDE,WPUE,INV,FILPRES,FILBYPASS,PIN SSS,I/O PIN MSCR#,pin MSCR,PORT INV,PORT SSS,PORT MSCR_MUX,Input Muxing MSCR#,Pin Used?
,PL[12],no,3814,,0,,595,00000001,TIM0_3,GTM 1,GTM 1 Timer Input Module 0 Channel 3,i,Medium-Weak,,,,AA18,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,188,NOT_INVERTED,1,00000001,595,NO
,PK[2],no,3581,,0,,596,00000001,TIM0_4,GTM 1,GTM 1 Timer Input Module 0 Channel 4,i,,,,,U9,VDD_HV_IO_ADC0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,162,NOT_INVERTED,1,00000001,596,YES
,PJ[9],no,3430,,0,,597,00000001,TIM0_5,GTM 1,GTM 1 Timer Input Module 0 Channel 5,i,Medium-Weak,LP,SCP,,Y22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,153,NOT_INVERTED,1,00000001,597,NO
,PK[3],no,3587,,0,,598,00000001,TIM0_6,GTM 1,GTM 1 Timer Input Module 0 Channel 6,i,,,,,U10,VDD_HV_IO_ADC0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,163,NOT_INVERTED,1,00000001,598,YES
,PJ[15],no,3564,,0,,599,00000001,TIM0_7,GTM 1,GTM 1 Timer Input Module 0 Channel 7,i,Very Strong-Strong-Medium-Weak,LP,SCP,,U21,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,159,NOT_INVERTED,1,00000001,599,YES
,PI[0],no,2989,,0,,600,00000001,TIM1_0,GTM 1,GTM 1 Timer Input Module 1 Channel 0,i,,,,,Y6,VDD_HV_IO_ADC0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,128,NOT_INVERTED,1,00000001,600,NO
,PD[13],no,1512,,0,,601,00000001,TIM1_1,GTM 1,GTM 1 Timer Input Module 1 Channel 1,i,Medium-Weak,,,,R6,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,61,NOT_INVERTED,1,00000001,601,NO
,PB[15],no,459,,0,,602,00000001,TIM1_2,GTM 1,GTM 1 Timer Input Module 1 Channel 2,i,,,,,W6,VDD_HV_IO_ADC0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,INVERTED,0,ENABLED,0,00008400,31,INVERTED,1,00008001,602,NO
,PC[0],no,486,,0,,603,00000001,TIM1_3,GTM 1,GTM 1 Timer Input Module 1 Channel 3,i,Medium-Weak,,SCP,,N6,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,32,NOT_INVERTED,1,00000001,603,NO
,PG[2],no,2506,,0,,604,00000001,TIM1_4,GTM 1,GTM 1 Timer Input Module 1 Channel 4,i,,,,,U6,VDD_HV_IO_ADC0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,98,NOT_INVERTED,1,00000001,604,NO
,PE[3],no,1677,,0,,605,00000001,TIM1_5,GTM 1,GTM 1 Timer Input Module 1 Channel 5,i,Medium-Weak,,,,R9,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,67,NOT_INVERTED,1,00000001,605,NO
,PG[1],no,2498,,0,,606,00000001,TIM1_6,GTM 1,GTM 1 Timer Input Module 1 Channel 6,i,,,,,U7,VDD_HV_IO_ADC0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,97,NOT_INVERTED,1,00000001,606,NO
,PL[5],no,3727,,0,,607,00000001,TIM1_7,GTM 1,GTM 1 Timer Input Module 1 Channel 7,i,Medium-Weak,,,,N10,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,181,NOT_INVERTED,1,00000001,607,NO
,PF[6],no,2220,,0,,86,00000111,TOM0_0,GTM 1,GTM 1 Timer Output Module 0 Channel 0,o,Medium-Weak,,,,AE22,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,86,NOT_INVERTED,,,-,YES
,PH[6],no,2699,,0,,118,00001011,TOM0_1,GTM 1,GTM 1 Timer Output Module 0 Channel 1,o,Very Strong-Strong-Medium-Weak,LP,,,AA22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,118,NOT_INVERTED,,,-,NO
,PC[10],no,896,,0,,42,00001110,TOM0_10,GTM 1,GTM 1 Timer Output Module 0 Channel 10,o,Ultra Strong-Strong-Medium-Weak,,SCP,,G13,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,14,0000040E,42,NOT_INVERTED,,,-,NO
,PC[13],no,986,,0,,45,00001011,TOM0_11,GTM 1,GTM 1 Timer Output Module 0 Channel 11,o,Ultra Strong-Strong-Medium-Weak,,,,F14,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,45,NOT_INVERTED,,,-,YES
,PM[7],no,3981,,0,,199,00001000,TOM0_12,GTM 1,GTM 1 Timer Output Module 0 Channel 12,o,Strong-Medium-Weak,,SCP,,K16,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,199,NOT_INVERTED,,,-,NO
,PM[6],no,3958,,0,,198,00000111,TOM0_13,GTM 1,GTM 1 Timer Output Module 0 Channel 13,o,Strong-Medium-Weak,,SCP,,J15,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,198,NOT_INVERTED,,,-,YES
,PM[8],no,4000,,0,,200,00000111,TOM0_14,GTM 1,GTM 1 Timer Output Module 0 Channel 14,o,Strong-Medium-Weak,,,,K17,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,200,NOT_INVERTED,,,-,YES
,PC[12],no,949,,0,,44,00001001,TOM0_15,GTM 1,GTM 1 Timer Output Module 0 Channel 15,o,Ultra Strong-Strong-Medium-Weak,,,,G14,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,44,NOT_INVERTED,,,-,YES
,PJ[3],no,3281,,0,,147,00001011,TOM0_2,GTM 1,GTM 1 Timer Output Module 0 Channel 2,o,Strong-Medium-Weak,LP,SCP,,AB25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,147,NOT_INVERTED,,,-,YES
,PJ[1],no,3245,,0,,145,00001000,TOM0_3,GTM 1,GTM 1 Timer Output Module 0 Channel 3,o,Medium-Weak,,SCP,,AE24,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,145,NOT_INVERTED,,,-,NO
,PJ[4],no,3303,,0,,148,00001000,TOM0_4,GTM 1,GTM 1 Timer Output Module 0 Channel 4,o,Strong-Medium-Weak,LP,,,AA24,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,148,NOT_INVERTED,,,-,YES
,PH[5],no,2671,,0,,117,00001011,TOM0_5,GTM 1,GTM 1 Timer Output Module 0 Channel 5,o,Very Strong-Strong-Medium-Weak,LP,,,AA25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,117,NOT_INVERTED,,,-,NO
,PF[12],no,2353,,0,,92,00001001,TOM0_6,GTM 1,GTM 1 Timer Output Module 0 Channel 6,o,Strong-Medium-Weak,LP,,,Y24,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,92,NOT_INVERTED,,,-,YES
,PF[11],no,2322,,0,,91,00001001,TOM0_7,GTM 1,GTM 1 Timer Output Module 0 Channel 7,o,Strong-Medium-Weak,LP,,,Y25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,91,NOT_INVERTED,,,-,YES
,PC[11],no,919,,0,,43,00001100,TOM0_8,GTM 1,GTM 1 Timer Output Module 0 Channel 8,o,Ultra Strong-Strong-Medium-Weak,,,,F13,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,43,NOT_INVERTED,,,-,YES
,PC[15],no,1048,,0,,47,00001010,TOM0_9,GTM 1,GTM 1 Timer Output Module 0 Channel 9,o,Ultra Strong-Strong-Medium-Weak,,,,G15,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,47,NOT_INVERTED,,,-,NO
,PI[14],no,3181,,0,,142,00001110,DO0,HSM ,HSM  Data 0,o,Very Strong-Strong-Medium-Weak,LP,,,R22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,14,0000040E,142,NOT_INVERTED,,,-,NO
,PI[15],no,3211,,0,,143,00001110,DO1,HSM ,HSM  Data 1,o,Very Strong-Strong-Medium-Weak,LP,SCP,,P22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,14,0000040E,143,NOT_INVERTED,,,-,NO
,PE[3],yes,1670,,PE[3],,67,00001101,DO2,HSM ,HSM  Data 2,o,Medium-Weak,,,,R9,VDD_HV_IO_MAIN2,Hi-Z,HSM  Data 2,MCU_WD_OUT,,,WEAK_DRIVE,PUSH_PULL,DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0238040D,67,NOT_INVERTED,,,-,NO
,PD[13],yes,1507,,PD[13],,61,00010010,DO3,HSM ,HSM  Data 3,o,Medium-Weak,,,,R6,VDD_HV_IO_MAIN2,Hi-Z,HSM  Data 3,DEBUG_HSM_GPIO,,,WEAK_DRIVE,PUSH_PULL,DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,18,02380412,61,NOT_INVERTED,,,-,NO
,PA[13],no,237,,0,,13,00010001,SCL,I2C 0,I2C 0 Serial Clock,i/o,Very Strong-Strong-Medium-Weak,LP,,,G22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,17,00000411,13,NOT_INVERTED,,,-,NO
,PA[13],no,246,,0,,870,00000011,SCL,I2C 0,I2C 0 Serial Clock,i,Very Strong-Strong-Medium-Weak,LP,,,G22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,13,NOT_INVERTED,3,00000003,870,NO
,PC[6],no,744,,0,,38,00000001,SCL,I2C 0,I2C 0 Serial Clock,i/o,Ultra Strong-Strong-Medium-Weak,,SCP,,K7,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,1,00000401,38,NOT_INVERTED,,,-,NO
,PC[6],no,775,,0,,870,00000001,SCL,I2C 0,I2C 0 Serial Clock,i,Ultra Strong-Strong-Medium-Weak,,SCP,,K7,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,38,NOT_INVERTED,1,00000001,870,NO
,PD[2],no,1131,,0,,50,00000101,SCL,I2C 0,I2C 0 Serial Clock,i/o,Very Strong-Strong-Medium-Weak,,,,F17,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,50,NOT_INVERTED,,,-,NO
,PD[2],no,1152,,0,,870,00000010,SCL,I2C 0,I2C 0 Serial Clock,i,Very Strong-Strong-Medium-Weak,,,,F17,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,50,NOT_INVERTED,2,00000002,870,NO
,PC[7],no,785,,0,,39,00000001,SDA,I2C 0,I2C 0 Serial Data,i/o,Ultra Strong-Strong-Medium-Weak,,SCP,,J6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,1,00000401,39,NOT_INVERTED,,,-,NO
,PC[7],no,815,,0,,871,00000001,SDA,I2C 0,I2C 0 Serial Data,i,Ultra Strong-Strong-Medium-Weak,,SCP,,J6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,39,NOT_INVERTED,1,00000001,871,NO
,PD[1],no,1095,,0,,49,00000100,SDA,I2C 0,I2C 0 Serial Data,i/o,Very Strong-Strong-Medium-Weak,,,,G16,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,49,NOT_INVERTED,,,-,NO
,PD[1],no,1122,,0,,871,00000010,SDA,I2C 0,I2C 0 Serial Data,i,Very Strong-Strong-Medium-Weak,,,,G16,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,49,NOT_INVERTED,2,00000002,871,NO
,PM[9],no,4030,,0,,201,00001111,SDA,I2C 0,I2C 0 Serial Data,i/o,Strong-Medium-Weak,LP,,,F21,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,15,0000040F,201,NOT_INVERTED,,,-,YES
,PM[9],no,4036,,0,,871,00000011,SDA,I2C 0,I2C 0 Serial Data,i,Strong-Medium-Weak,LP,,,F21,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,201,NOT_INVERTED,3,00000003,871,YES
,PM[0],no,3840,,0,,192,00000001,SCL,I2C 1,I2C 1 Serial Clock,i/o,Strong-Medium-Weak,,,,J12,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,1,00000401,192,NOT_INVERTED,,,-,NO
,PM[0],no,3854,,0,,872,00000001,SCL,I2C 1,I2C 1 Serial Clock,i,Strong-Medium-Weak,,,,J12,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,192,NOT_INVERTED,1,00000001,872,NO
,PQ[13],no,4584,,0,,237,00000100,SCL,I2C 1,I2C 1 Serial Clock,i/o,Very Strong-Strong-Medium-Weak,,SCP,,A14,VDD_HV_IO_MAIN3,Hi-Z,,,,,MEDIUM_DRIVE,OPEN_DRAIN,DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,ENABLED,NOT_INVERTED,0,ENABLED,4,11390404,237,NOT_INVERTED,4,00000002,872,NO
,PQ[13],no,4596,,0,,872,00000010,SCL,I2C 1,I2C 1 Serial Clock,i,Very Strong-Strong-Medium-Weak,,SCP,,A14,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,237,NOT_INVERTED,2,00000002,872,NO
,PM[3],no,3885,,0,,195,00000001,SDA,I2C 1,I2C 1 Serial Data,i/o,Strong-Medium-Weak,,,,K11,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,1,00000401,195,NOT_INVERTED,,,-,NO
,PM[3],no,3898,,0,,873,00000001,SDA,I2C 1,I2C 1 Serial Data,i,Strong-Medium-Weak,,,,K11,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,195,NOT_INVERTED,1,00000001,873,NO
,PQ[15],no,4614,,0,,239,00000001,SDA,I2C 1,I2C 1 Serial Data,i/o,Medium-Weak,,,,B12,VDD_HV_IO_MAIN3,Hi-Z,,,,,MEDIUM_DRIVE,OPEN_DRAIN,DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,ENABLED,NOT_INVERTED,0,ENABLED,1,11390401,239,NOT_INVERTED,1,00000002,873,NO
,PQ[15],no,4627,,0,,873,00000010,SDA,I2C 1,I2C 1 Serial Data,i,Medium-Weak,,,,B12,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00000400,239,NOT_INVERTED,2,00000002,873,NO
,PH[11],no,2830,,0,,123,00001100,SWD1 CLK,JTAG ,JTAG  SWD 1 Clock,i,Strong-Medium-Weak,LP,,,M24,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,123,NOT_INVERTED,,,-,NO
,PK[12],no,3626,,0,,172,00001100,"SWD1_IO
 SWD1_I",JTAG ,"JTAG  SWD 1 Data Input Output (2 pin mode)
JTAG  SWD 1 Data Input (3 pin mode)",i/o,Ultra Strong-Strong-Medium-Weak,LP,,tbc,T22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,172,NOT_INVERTED,,,-,NO
,PA[8],no,136,,0,,8,00001100,SWD1_O,JTAG ,JTAG  SWD 1 Data Output (3 pin mode),o,Ultra Strong-Strong-Medium-Weak,LP,,tbc,N22,VDD_HV_IO_LP,Input / Weak pull-up,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,8,NOT_INVERTED,,,-,NO
,PA[6],yes,128,,PA[6],,6,00000000,"TCK
SWD0 CLK",JTAG ,"JTAG  Test clock
JTAG  SWD 0 Clock",i,Ultra Strong-Strong-Medium-Weak,LP,,,P21,VDD_HV_IO_LP,Input / Weak pull-down,"JTAG  Test clock
JTAG  SWD 0 Clock",JTAG_TCK_SWD_CLK,,,WEAK_DRIVE,DISABLED,DO_NOT_DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00B80400,6,NOT_INVERTED,,,-,NO
,PA[8],no,134,,0,,8,00000101,"TDI
SWD1_O",JTAG ,"JTAG  Test Data Input
JTAG  SWD 1 Data Output (3 pin mode)",i,Ultra Strong-Strong-Medium-Weak,LP,,tbc,N22,VDD_HV_IO_LP,Input / Weak pull-up,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,8,NOT_INVERTED,,,-,NO
,PA[8],yes,135,,PA[8],,8,00000110,"TDI
SWD1_O",JTAG ,"JTAG  Test Data Input
JTAG  SWD 1 Data Output (3 pin mode)",i,Ultra Strong-Strong-Medium-Weak,LP,,tbc,N22,VDD_HV_IO_LP,Input / Weak pull-up,"JTAG  Test Data Input
JTAG  SWD 1 Data Output (3 pin mode)",JTAG_TDI,,,VERY_STRONG_DRIVE,DISABLED,DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,6,30380406,8,NOT_INVERTED,,,-,NO
,PA[9],no,141,,0,,9,00000101,"TDO
SWD0_O",JTAG ,"JTAG  Test Data Output
JTAG  SWD 0 Data Output (3 pin mode)",o,Ultra Strong-Strong-Medium-Weak,LP,,tbc,N21,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,9,NOT_INVERTED,,,-,NO
,PA[9],yes,142,,PA[9],,9,00000110,"TDO
SWD0_O",JTAG ,"JTAG  Test Data Output
JTAG  SWD 0 Data Output (3 pin mode)",o,Ultra Strong-Strong-Medium-Weak,LP,,tbc,N21,VDD_HV_IO_LP,Hi-Z,"JTAG  Test Data Output
JTAG  SWD 0 Data Output (3 pin mode)",JTAG_TDO,,,VERY_STRONG_DRIVE,PUSH_PULL,DISABLE,DISABLE,CMOS,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,6,32300406,9,NOT_INVERTED,,,-,NO
,PA[7],yes,129,,PA[7],,7,00000000,"TMS
 SWD0_IO
 SWD0_I",JTAG ,"JTAG  Test Mode Select Input
JTAG  SWD 0 Data Input Output (2 pin mode)
JTAG  SWD 0 Data Input (3 pin mode)",i/o,Ultra Strong-Strong-Medium-Weak,LP,,tbc,R21,VDD_HV_IO_LP,Input / Weak pull-up,"JTAG  Test Mode Select Input
JTAG  SWD 0 Data Input Output (2 pin mode)
JTAG  SWD 0 Data Input (3 pin mode)",JTAG_TMS_SWD_IO,,,VERY_STRONG_DRIVE,DISABLED,DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,30380400,7,NOT_INVERTED,,,-,NO
,PA[5],yes,127,,PA[5],,5,00000000,NTRST,JTAG ,JTAG  Test Reset,i,Very Strong-Strong-Medium-Weak,LP,,,T24,VDD_HV_IO_LP,Input / Weak pull-down,JTAG  Test Reset,JTAG_JCOMP,,,WEAK_DRIVE,DISABLED,DO_NOT_DISABLE,DISABLE,CMOS,ENABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,0,00B80400,5,NOT_INVERTED,,,-,NO
